1985-D019,Davis Cup EUR SF: NZL vs CHN,Hard,4,D,19850510,3,103993,,,Chris Lewis,U,,GBR,,,,110885,,,Fan Zhang,U,,CHN,,,,7-5 7-5,3,RR,,,,,,,,,,,,,,,,,,,
1985-D019,Davis Cup EUR SF: NZL vs CHN,Hard,4,D,19850510,4,100587,,,Steve Guy,R,188,NZL,,,,110880,,,Wei You,U,,CHN,,,,6-1 6-1,3,RR,,,,,,,,,,,,,,,,,,,
1985-D020,Davis Cup AME QF: URU vs COL,Clay,4,D,19850308,1,100795,,,Alvaro Jordan,R,185,COL,,,,101382,,,Marcelo Filippini,R,178,URU,,,,6-3 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,
1985-D020,Davis Cup AME QF: URU vs COL,Clay,4,D,19850308,2,100800,,,Diego Perez,R,178,URU,,,,110847,,,Luis Arturo Gonzalez,U,,COL,,,,6-1 6-0 6-0,5,RR,,,,,,,,,,,,,,,,,,,
1985-D020,Davis Cup AME QF: URU vs COL,Clay,4,D,19850308,3,100800,,,Diego Perez,R,178,URU,,,,100795,,,Alvaro Jordan,R,185,COL,,,,6-0 6-1 6-1,5,RR,,,,,,,,,,,,,,,,,,,
1985-D020,Davis Cup AME QF: URU vs COL,Clay,4,D,19850308,4,110847,,,Luis Arturo Gonzalez,U,,COL,,,,101382,,,Marcelo Filippini,R,178,URU,,,,6-2 3-6 6-4 6-1,5,RR,,,,,,,,,,,,,,,,,,,
1985-D021,Davis Cup EUR R1: CYP vs IRL,Clay,4,D,19850510,1,100517,,,Matt Doyle,R,193,USA,,,,108552,,,Yannos Hadjigeorgiou,R,,CYP,,,,6-0 6-1 6-3,5,RR,,,,,,,,,,,,,,,,,,,
1985-D021,Davis Cup EUR R1: CYP vs IRL,Clay,4,D,19850510,2,100401,,,Sean Sorensen,R,,IRL,,,,106506,,,Alkis Papamichael,R,,CYP,,,,6-1 6-4 8-6,5,RR,,,,,,,,,,,,,,,,,,,
1985-D021,Davis Cup EUR R1: CYP vs IRL,Clay,4,D,19850510,3,106506,,,Alkis Papamichael,R,,CYP,,,,100517,,,Matt Doyle,R,193,USA,,,,3-6 7-5 6-4,3,RR,,,,,,,,,,,,,,,,,,,
1985-D021,Davis Cup EUR R1: CYP vs IRL,Clay,4,D,19850510,4,100401,,,Sean Sorensen,R,,IRL,,,,108552,,,Yannos Hadjigeorgiou,R,,CYP,,,,6-2 6-1,3,RR,,,,,,,,,,,,,,,,,,,
